area,bedrooms,bathrooms,age,parking,location_score,distance_center,price
5732.0,6,4,13.0,1,8.9,36.5,1663862.0
5407.0,6,4,30.0,2,8.6,1.8,2040946.0
3061.0,4,2,50.0,1,1.0,26.5,684786.0
3949.0,5,4,42.0,1,4.5,16.0,1299613.0
2098.0,2,2,47.0,1,9.2,27.2,902918.0
1616.0,3,2,21.0,2,4.5,24.0,569626.0
3104.0,4,3,24.0,0,4.4,9.7,1213890.0
2508.0,3,3,24.0,1,4.9,34.0,873131.0
3752.0,5,3,12.0,0,3.0,20.2,1496090.0
1020.0,1,1,4.0,1,1.7,33.1,396426.0
5862.0,6,4,35.0,1,7.8,16.8,1857571.0
5926.0,6,4,59.0,1,1.4,39.4,1826991.0
4370.0,5,4,10.0,0,6.0,31.0,1586201.0
3495.0,4,3,3.0,0,7.5,38.7,1405043.0
2271.0,2,1,47.0,0,2.3,21.1,677833.0
4994.0,6,4,15.0,0,3.5,19.5,1731244.0
4298.0,5,4,50.0,1,8.2,30.5,1491815.0
1478.0,2,2,42.0,4,6.7,35.3,638039.0
5519.0,6,4,57.0,0,4.1,38.6,2105703.0
5042.0,6,4,25.0,4,8.1,13.7,2045138.0
5729.0,6,4,40.0,2,8.2,32.1,2197299.0
4519.0,6,4,28.0,1,6.1,9.2,1813476.0
3912.0,5,3,38.0,1,3.5,22.3,1277805.0
2859.0,4,3,27.0,2,4.6,8.0,1123673.0
5637.0,6,4,11.0,0,6.1,14.5,1632015.0
5277.0,6,4,30.0,1,5.1,37.3,2102748.0
844.0,1,1,32.0,1,7.6,6.7,267426.0
742.0,1,1,49.0,1,2.1,25.7,219205.0
2633.0,4,3,44.0,2,2.2,24.1,1045155.0
4977.0,6,4,40.0,0,5.9,5.7,1384578.0
5931.0,6,4,7.0,1,4.4,13.7,2121115.0
1412.0,2,1,43.0,1,4.1,23.0,446271.0
3808.0,5,3,30.0,1,1.6,8.3,1190451.0
2657.0,3,2,54.0,0,5.5,32.2,1022596.0
5838.0,6,4,55.0,1,5.4,38.9,1955864.0
5147.0,6,4,3.0,3,6.9,9.4,1308838.0
5127.0,6,4,49.0,1,5.7,8.3,1511737.0
3131.0,5,3,2.0,2,5.2,18.7,1370761.0
2840.0,3,2,22.0,1,8.1,30.2,1143419.0
2076.0,2,2,33.0,0,2.6,12.0,875448.0
904.0,1,1,9.0,0,6.7,1.8,597370.0
5270.0,6,4,45.0,0,1.8,22.1,1586480.0
4990.0,6,5,1.0,1,3.7,38.3,2353664.0
5998.0,6,4,10.0,0,2.8,16.3,1963751.0
5982.0,6,4,35.0,2,7.2,17.4,1765448.0
3599.0,4,3,43.0,2,5.4,38.8,1111066.0
4753.0,6,4,55.0,0,5.5,28.1,1063777.0
5702.0,6,4,42.0,0,3.1,29.0,2258970.0
5188.0,6,4,40.0,0,4.8,22.9,2153007.0
1936.0,3,2,24.0,1,3.8,39.0,576232.0
3033.0,4,3,0.0,0,6.3,27.9,1106220.0
1297.0,2,2,7.0,0,3.3,35.9,489325.0
5752.0,6,4,32.0,3,8.4,28.3,1734440.0
3873.0,4,3,41.0,2,1.8,29.7,900969.0
1835.0,3,3,25.0,0,3.7,12.3,692502.0
4227.0,5,3,44.0,1,9.2,12.8,1490101.0
3938.0,5,4,31.0,1,4.5,31.5,1284786.0
2534.0,3,2,4.0,2,2.6,12.6,924251.0
1213.0,1,1,12.0,1,6.0,22.9,622476.0
4226.0,6,4,50.0,0,4.5,10.7,1402819.0
3410.0,4,2,43.0,2,3.7,32.9,1135260.0
4771.0,6,4,54.0,1,3.1,5.3,1772858.0
3409.0,4,3,7.0,0,10.0,33.3,1447046.0
5202.0,6,4,59.0,1,4.9,24.5,1569005.0
3580.0,4,3,13.0,1,1.3,8.3,1206072.0
3629.0,5,4,1.0,1,8.8,22.1,1571080.0
5334.0,6,4,60.0,0,6.8,12.0,1520645.0
2779.0,4,3,17.0,1,3.8,13.6,1212990.0
1324.0,1,1,40.0,0,3.4,14.7,536011.0
755.0,1,1,11.0,2,7.0,3.5,408838.0
4678.0,6,4,35.0,0,5.0,39.5,1622789.0
3950.0,5,3,54.0,0,1.3,2.2,1384903.0
4402.0,6,5,19.0,1,9.4,26.8,1564916.0
1750.0,2,1,40.0,2,4.5,15.5,675387.0
1336.0,2,2,11.0,2,8.8,26.2,696565.0
679.0,1,1,37.0,1,8.3,14.9,320189.0
2493.0,3,2,20.0,0,3.3,27.3,894826.0
3786.0,4,2,13.0,2,7.8,29.4,1144051.0
2718.0,2,2,19.0,1,4.1,27.9,1041678.0
2962.0,4,3,11.0,0,1.4,5.4,913694.0
5482.0,6,4,54.0,3,4.6,26.6,1776980.0
2481.0,3,2,24.0,0,6.4,11.9,1137965.0
3376.0,4,3,15.0,4,4.5,2.1,1353462.0
4832.0,6,4,27.0,2,4.8,17.2,1411389.0
2741.0,3,2,19.0,1,8.0,17.9,903935.0
3959.0,5,3,45.0,3,5.7,19.2,1274148.0
5257.0,6,4,58.0,2,3.6,28.5,1812802.0
5727.0,6,5,26.0,0,7.0,13.0,2122934.0
1394.0,2,1,52.0,1,5.9,13.3,480137.0
5604.0,6,5,34.0,0,1.0,3.4,1501523.0
3257.0,4,3,9.0,1,6.4,27.8,1261049.0
1995.0,3,2,41.0,2,6.4,23.1,764830.0
3079.0,4,3,31.0,1,5.5,14.6,1499508.0
5892.0,6,4,39.0,0,7.5,28.5,2012652.0
3260.0,4,3,53.0,1,4.0,22.0,1400953.0
2375.0,3,2,26.0,2,6.2,19.3,752073.0
4020.0,5,3,54.0,0,2.1,20.9,971772.0
1897.0,3,2,45.0,1,6.4,25.8,615488.0
1010.0,1,1,29.0,0,9.8,26.7,617222.0
1296.0,1,1,36.0,1,3.3,12.3,568220.0
1291.0,2,2,20.0,0,3.8,6.5,470362.0
1420.0,2,2,59.0,1,3.9,7.1,496422.0
1350.0,2,2,40.0,0,5.8,25.9,449908.0
4061.0,5,4,3.0,0,3.2,35.0,1005260.0
1582.0,2,1,20.0,3,6.4,17.0,740139.0
2467.0,4,2,37.0,0,7.4,7.6,1012030.0
5443.0,6,4,3.0,1,6.7,30.5,1905568.0
3159.0,4,3,1.0,0,1.6,33.5,819592.0
4205.0,5,3,27.0,1,7.7,35.3,1865163.0
1531.0,1,1,20.0,1,7.6,24.7,585201.0
1638.0,2,2,26.0,0,7.3,34.6,722939.0
821.0,2,2,16.0,0,6.3,1.6,378709.0
1512.0,2,2,10.0,1,6.0,5.2,660802.0
2104.0,3,2,41.0,1,7.8,4.6,918160.0
1556.0,1,1,31.0,2,9.7,28.8,722138.0
1079.0,1,1,12.0,1,3.4,3.7,446342.0
1251.0,1,1,19.0,1,7.9,20.4,614372.0
3088.0,4,3,36.0,0,5.3,19.4,918034.0
1714.0,3,2,4.0,0,5.2,13.1,737985.0
2567.0,3,2,9.0,0,2.1,34.9,838118.0
3318.0,4,3,4.0,0,4.9,7.6,1259632.0
4328.0,6,4,49.0,0,3.3,14.7,1475083.0
812.0,1,1,45.0,1,4.5,31.2,245229.0
4917.0,6,4,45.0,1,3.1,2.2,1328124.0
3991.0,6,4,43.0,3,4.5,27.2,943531.0
1041.0,1,1,40.0,0,4.6,32.8,407641.0
5317.0,6,4,29.0,1,5.7,37.4,2019940.0
5573.0,6,4,39.0,2,1.9,35.2,1987202.0
930.0,1,1,2.0,1,2.3,13.5,374231.0
2095.0,3,2,37.0,0,6.3,23.9,540850.0
4953.0,6,4,47.0,0,3.7,4.0,1410561.0
4641.0,6,4,30.0,0,7.9,11.1,1748215.0
1596.0,2,2,21.0,0,6.0,4.7,694680.0
1730.0,2,1,17.0,2,6.8,13.3,696944.0
2601.0,3,2,39.0,0,8.6,35.1,1033633.0
3216.0,5,4,42.0,0,4.8,14.5,1181006.0
3939.0,4,3,52.0,1,4.2,22.9,1319932.0
2592.0,3,2,21.0,2,7.4,17.9,918720.0
3098.0,5,4,46.0,1,6.6,18.9,1368402.0
4636.0,6,4,34.0,1,5.1,38.8,1478557.0
798.0,1,1,53.0,1,8.6,12.6,350665.0
1963.0,2,2,32.0,0,5.0,25.5,624213.0
4452.0,5,3,31.0,1,5.6,17.4,1454602.0
5434.0,6,4,35.0,1,5.5,3.4,2157842.0
3363.0,3,2,45.0,4,3.4,20.1,1099738.0
3473.0,5,4,58.0,0,5.7,32.7,1189630.0
1179.0,1,2,4.0,1,8.6,4.9,525667.0
3016.0,4,3,3.0,0,6.5,3.7,1325687.0
3476.0,4,3,56.0,1,5.6,7.0,1109741.0
1909.0,3,2,32.0,0,5.1,30.8,693243.0
2054.0,2,2,37.0,0,6.2,29.2,918718.0
2637.0,4,3,29.0,2,7.1,23.0,1131266.0
708.0,2,2,6.0,1,6.8,19.3,345636.0
2339.0,2,1,46.0,1,4.8,35.6,550872.0
1742.0,2,1,45.0,0,6.2,30.9,615888.0
2368.0,3,2,19.0,0,6.6,32.7,725428.0
1247.0,2,2,18.0,1,3.3,32.7,516315.0
5409.0,6,4,50.0,2,5.9,26.1,1844051.0
3805.0,4,2,4.0,4,1.0,18.9,1264971.0
4267.0,6,4,53.0,1,6.6,34.7,1344257.0
4862.0,6,4,15.0,1,7.0,37.1,2171726.0
3292.0,4,3,36.0,2,7.1,1.9,1803353.0
1069.0,2,1,56.0,1,4.6,3.0,417218.0
3500.0,4,3,41.0,1,6.2,38.4,1280159.0
3769.0,4,3,25.0,0,8.6,11.8,1435685.0
4625.0,6,4,41.0,2,8.6,35.1,1617584.0
2931.0,4,3,21.0,1,5.4,16.2,960966.0
1289.0,2,1,17.0,2,5.8,5.6,488269.0
2132.0,3,2,60.0,2,7.9,4.1,729322.0
2561.0,3,2,45.0,0,2.2,7.1,882295.0
4088.0,4,3,39.0,2,4.8,10.7,1293878.0
3682.0,5,3,21.0,2,8.4,20.1,867476.0
2523.0,4,3,3.0,1,7.6,28.4,1114341.0
5927.0,6,4,2.0,0,6.3,39.5,1991236.0
3871.0,5,4,33.0,0,2.2,18.2,1553991.0
1881.0,2,2,46.0,1,5.4,21.2,733733.0
1150.0,1,2,32.0,1,4.2,21.4,352036.0
1425.0,2,2,50.0,1,6.2,22.0,387694.0
1928.0,3,2,2.0,0,3.7,21.2,644916.0
1468.0,2,1,22.0,2,3.2,1.3,509057.0
1607.0,2,1,14.0,0,1.0,1.1,603953.0
2140.0,2,2,27.0,0,8.2,4.8,886623.0
1536.0,2,2,4.0,1,4.6,5.0,766151.0
5443.0,6,4,57.0,1,5.8,28.5,1455378.0
1033.0,1,1,13.0,0,5.5,9.0,527810.0
3432.0,5,4,55.0,0,3.2,35.9,1262897.0
2816.0,4,3,26.0,0,2.7,37.2,652966.0
5905.0,6,4,59.0,2,3.3,39.1,2234392.0
1205.0,1,1,33.0,2,3.9,37.6,414721.0
2748.0,4,3,56.0,1,6.3,11.6,1099095.0
5835.0,6,4,0.0,2,3.7,20.9,1705257.0
5274.0,6,5,45.0,2,9.3,7.8,2333799.0
5012.0,5,3,54.0,0,7.8,32.4,1388069.0
1993.0,3,2,8.0,4,7.3,35.6,953979.0
1523.0,1,1,6.0,2,5.2,34.2,644093.0
4211.0,6,4,25.0,0,8.8,17.9,1368417.0
5619.0,6,5,56.0,0,5.0,30.6,2414571.0
3607.0,4,3,33.0,0,5.4,4.8,1327892.0
3687.0,4,3,32.0,0,5.9,2.6,1454825.0
2112.0,3,2,8.0,2,7.0,30.4,664921.0
4755.0,6,4,0.0,1,6.9,17.6,2296623.0
1610.0,2,2,49.0,2,4.5,39.8,462682.0
2348.0,4,3,5.0,2,4.3,4.8,1099358.0
2897.0,3,3,38.0,1,6.9,34.4,899243.0
3341.0,5,4,55.0,1,7.1,19.7,1145696.0
1909.0,2,1,13.0,0,4.6,33.3,736336.0
1220.0,1,1,40.0,0,2.0,32.9,393065.0
3897.0,4,4,5.0,1,5.0,36.7,1108337.0
2159.0,3,2,36.0,0,6.9,12.6,990699.0
3739.0,5,3,10.0,0,9.5,38.0,1645534.0
1434.0,2,2,44.0,2,2.9,6.9,461586.0
3198.0,5,4,18.0,1,4.6,4.2,1518802.0
3476.0,4,3,28.0,0,4.6,17.8,942932.0
880.0,1,1,36.0,1,8.5,33.3,399898.0
2418.0,2,2,10.0,2,5.4,19.5,965501.0
1326.0,2,2,44.0,0,3.5,33.3,397460.0
942.0,2,1,18.0,0,6.7,29.5,464282.0
5946.0,6,5,40.0,3,4.6,9.2,2102814.0
2341.0,2,2,9.0,1,2.8,38.0,742553.0
4973.0,6,4,41.0,0,3.5,3.4,1884049.0
1975.0,3,3,8.0,1,9.3,36.0,868522.0
4280.0,6,4,26.0,2,6.3,12.9,1635946.0
4705.0,6,4,15.0,0,5.7,20.5,1948232.0
3816.0,4,3,45.0,0,5.0,17.5,1446660.0
3147.0,4,3,16.0,0,6.1,7.7,1329291.0
2824.0,4,3,53.0,4,6.1,15.0,894725.0
2484.0,2,2,54.0,0,6.1,8.5,956536.0
5619.0,6,4,12.0,1,5.8,9.0,1697894.0
5085.0,6,4,37.0,3,7.4,8.3,1487919.0
5811.0,6,4,5.0,0,5.6,20.1,1960163.0
1271.0,2,2,23.0,4,3.3,32.1,434193.0
4547.0,5,3,43.0,4,4.2,23.2,1708729.0
5667.0,6,4,40.0,3,1.1,35.8,1992531.0
1579.0,2,1,37.0,0,10.0,25.8,500625.0
959.0,1,1,17.0,1,7.4,27.9,407408.0
4602.0,5,3,23.0,2,3.7,27.0,1192082.0
3702.0,5,3,6.0,4,4.9,18.5,1268452.0
5146.0,6,4,43.0,0,4.1,27.9,1809322.0
1355.0,2,2,30.0,2,8.9,3.7,679920.0
4894.0,6,4,43.0,0,2.4,34.5,1426054.0
1689.0,1,2,15.0,0,5.8,31.3,765933.0
1484.0,2,1,19.0,1,5.3,10.6,393527.0
1487.0,2,2,20.0,2,7.3,31.0,783625.0
4999.0,6,4,2.0,1,5.3,1.5,1647069.0
4192.0,5,3,20.0,1,1.6,9.5,1360839.0
3425.0,5,4,48.0,4,4.9,3.5,1189672.0
2538.0,4,3,54.0,1,3.4,31.4,1064665.0
5337.0,6,4,31.0,1,5.7,30.5,1477219.0
2719.0,3,3,27.0,1,8.7,32.7,1075153.0
5010.0,6,4,2.0,1,1.7,1.2,1830142.0
2971.0,5,4,53.0,1,3.7,20.5,807857.0
2635.0,4,3,1.0,3,4.3,28.5,867294.0
3098.0,4,2,57.0,1,4.7,7.1,1044693.0
2227.0,2,2,29.0,2,7.1,26.3,745485.0
4637.0,5,4,21.0,0,5.1,4.3,1429589.0
3315.0,4,2,55.0,0,6.4,8.1,1105037.0
1854.0,3,2,1.0,1,4.1,19.6,797780.0
5458.0,6,4,35.0,0,6.0,26.5,1751684.0
2673.0,4,3,33.0,0,7.2,6.7,1241322.0
3535.0,4,3,13.0,1,3.9,8.2,1061609.0
5495.0,6,4,26.0,0,7.2,9.0,1570130.0
3971.0,4,2,39.0,0,5.6,10.3,1731227.0
1231.0,1,1,44.0,1,7.8,9.8,498506.0
5675.0,6,4,0.0,1,5.1,16.4,1568354.0
3990.0,6,4,56.0,3,6.3,26.5,1069881.0
2408.0,5,3,10.0,1,5.4,18.1,1139412.0
1352.0,2,2,14.0,1,5.3,31.3,535020.0
4888.0,6,4,16.0,3,6.1,29.1,1671957.0
3948.0,5,3,2.0,2,6.7,5.9,1454169.0
3481.0,5,3,7.0,0,2.8,2.9,1415626.0
5427.0,6,4,59.0,0,8.7,35.2,1818393.0
4858.0,6,4,19.0,1,1.4,4.1,2188874.0
1419.0,2,2,7.0,1,4.0,6.8,610832.0
2283.0,3,2,6.0,2,5.3,1.9,1062662.0
1942.0,3,2,43.0,2,6.4,25.5,857631.0
4617.0,6,4,51.0,1,9.0,23.7,1681393.0
781.0,1,1,15.0,4,1.4,39.5,235576.0
3677.0,4,3,1.0,1,4.4,35.6,1330410.0
4717.0,6,4,13.0,0,1.0,17.0,1660130.0
5335.0,6,4,3.0,2,5.6,15.5,1717173.0
2447.0,3,2,6.0,0,6.1,12.6,969546.0
5035.0,6,4,26.0,2,9.0,6.9,2226445.0
1197.0,2,2,14.0,4,5.8,6.4,798912.0
5171.0,6,4,31.0,1,7.8,6.2,2107396.0
1288.0,2,1,15.0,1,6.8,5.5,771615.0
2745.0,4,3,56.0,1,4.5,10.4,894995.0
4905.0,6,4,54.0,1,2.4,13.0,1770833.0
1410.0,2,2,34.0,1,6.1,38.5,678875.0
1838.0,3,3,21.0,1,2.2,23.6,578448.0
4500.0,6,4,23.0,2,8.3,39.5,1533408.0
4488.0,5,4,25.0,1,5.1,15.5,1981665.0
4062.0,5,3,44.0,0,8.1,18.8,1253201.0
4347.0,5,4,27.0,1,4.4,13.7,1208907.0
3531.0,4,3,51.0,2,6.1,8.1,1564862.0
1960.0,3,2,57.0,1,6.0,6.6,904564.0
2467.0,3,2,20.0,1,5.4,37.9,936571.0
1581.0,2,1,34.0,2,4.5,39.5,543380.0
5506.0,6,4,6.0,1,6.4,2.8,1830121.0
3750.0,5,3,12.0,1,3.5,6.9,1377181.0
2765.0,3,2,25.0,3,2.8,17.5,1164220.0
3095.0,4,3,12.0,0,8.2,8.3,1280671.0
5715.0,6,4,53.0,4,7.1,15.2,2635030.0
1428.0,2,2,9.0,0,5.6,6.0,548959.0
3766.0,4,3,27.0,0,9.2,18.8,1411147.0
3332.0,3,2,36.0,3,4.9,11.6,1090953.0
3902.0,5,4,42.0,0,8.4,14.7,1231899.0
698.0,1,1,23.0,2,5.9,4.7,385520.0
5309.0,6,4,52.0,2,3.2,17.7,1850859.0
5633.0,6,4,34.0,2,9.6,39.3,2151249.0
3652.0,4,3,26.0,4,7.7,13.8,1844598.0
4362.0,6,3,4.0,0,5.2,35.2,1613886.0
5581.0,6,4,28.0,1,7.1,33.9,2247920.0
4419.0,6,4,49.0,0,4.6,38.1,1493075.0
1424.0,1,1,37.0,1,7.3,31.8,702867.0
3712.0,5,4,50.0,2,1.0,26.7,1630808.0
3876.0,5,4,30.0,1,3.3,34.4,1414630.0
2890.0,3,2,7.0,1,7.7,4.0,969614.0
4577.0,6,4,1.0,1,5.0,19.1,1501535.0
5646.0,6,4,18.0,1,6.0,39.6,1986277.0
5598.0,6,4,42.0,4,2.5,31.0,1935412.0
3035.0,3,2,47.0,0,9.6,38.5,1228754.0
1211.0,1,1,18.0,1,8.1,31.4,586033.0
5918.0,6,4,30.0,2,5.1,35.1,1963031.0
5130.0,6,4,25.0,1,4.6,28.6,1568068.0
1273.0,1,1,25.0,0,7.8,30.7,572646.0
5573.0,6,5,14.0,1,9.9,21.4,2636168.0
5297.0,6,4,8.0,0,7.6,37.0,2144079.0
3402.0,3,2,12.0,0,10.0,33.2,1381155.0
3793.0,4,3,3.0,2,3.5,33.9,1483430.0
2755.0,4,3,12.0,1,3.7,27.2,936390.0
896.0,1,1,1.0,3,2.9,12.9,358563.0
2410.0,3,2,38.0,2,6.5,2.4,841092.0
4935.0,6,4,19.0,1,5.9,37.5,1674776.0
625.0,1,1,58.0,0,5.2,23.9,241286.0
2401.0,4,3,12.0,1,7.3,12.6,1204835.0
2750.0,4,3,21.0,0,8.2,6.8,1051719.0
3502.0,4,2,21.0,3,2.1,33.4,988261.0
5567.0,6,5,1.0,0,4.2,33.6,2434638.0
2470.0,3,2,50.0,0,7.3,32.8,835963.0
2474.0,3,2,2.0,1,4.5,26.2,919913.0
4583.0,5,4,56.0,0,3.7,15.3,1613842.0
3042.0,3,2,54.0,0,7.7,12.9,912428.0
1813.0,2,1,32.0,1,2.7,1.3,737560.0
3043.0,4,3,33.0,0,4.8,33.5,1158049.0
1361.0,2,2,39.0,0,6.2,4.4,739719.0
1552.0,2,2,23.0,1,4.2,25.6,528407.0
3291.0,4,3,39.0,2,7.2,20.7,1247625.0
2862.0,3,2,3.0,1,4.2,21.5,1012963.0
5540.0,6,4,3.0,1,8.6,37.1,2049331.0
2557.0,4,3,27.0,1,5.2,2.2,785404.0
3735.0,4,3,33.0,1,7.0,31.2,1348233.0
4014.0,5,4,53.0,3,7.1,3.0,1181723.0
671.0,1,1,6.0,0,4.1,2.5,358891.0
4183.0,5,3,49.0,1,1.0,17.8,890403.0
1561.0,2,2,13.0,3,6.3,3.5,521646.0
5790.0,6,4,24.0,2,5.7,31.8,2195226.0
1403.0,1,1,19.0,0,6.7,21.7,521967.0
2839.0,3,2,24.0,0,5.0,2.1,870785.0
1061.0,1,1,9.0,2,4.6,2.6,571941.0
5983.0,6,4,30.0,0,9.9,24.9,2215170.0
3312.0,4,3,48.0,2,2.3,32.4,1205008.0
3815.0,5,4,26.0,2,7.1,18.1,1406723.0
962.0,1,1,29.0,2,4.2,22.6,534090.0
4650.0,6,4,51.0,0,4.8,32.2,1416071.0
1733.0,3,2,42.0,2,4.8,24.8,838109.0
5449.0,6,4,29.0,1,3.7,9.8,1809754.0
1708.0,1,1,15.0,2,6.8,24.9,507617.0
1630.0,2,2,53.0,0,8.6,25.5,737294.0
797.0,1,1,35.0,0,6.5,29.6,377399.0
3149.0,3,3,13.0,1,5.7,25.2,960272.0
3650.0,5,3,16.0,0,3.3,38.8,1047117.0
955.0,2,2,48.0,1,6.6,8.7,486866.0
4788.0,5,3,3.0,3,10.0,38.1,1861651.0
3048.0,3,2,60.0,1,4.7,22.0,631887.0
3432.0,5,4,8.0,2,4.7,27.2,1475392.0
2980.0,4,3,48.0,0,4.3,4.9,980203.0
2764.0,4,3,24.0,0,4.4,15.8,808411.0
3622.0,5,3,30.0,0,1.0,31.0,1301979.0
1438.0,2,2,53.0,0,6.4,28.6,565082.0
1582.0,1,1,25.0,3,3.6,2.6,697072.0
5254.0,6,5,32.0,0,2.0,22.3,1831020.0
5709.0,6,4,3.0,1,7.2,4.4,2038117.0
2616.0,3,3,0.0,1,3.1,39.8,886578.0
2062.0,3,3,15.0,3,4.8,36.0,867953.0
4078.0,4,3,41.0,0,8.7,1.8,1409812.0
2807.0,4,3,7.0,0,2.4,34.5,830600.0
737.0,1,1,7.0,0,2.1,36.9,262665.0
1443.0,2,1,25.0,1,6.1,14.8,585719.0
4466.0,6,4,39.0,0,8.0,29.1,1623731.0
4158.0,5,3,43.0,2,2.0,18.2,1566165.0
746.0,1,1,11.0,1,6.4,26.6,380904.0
1799.0,2,1,5.0,1,6.8,14.3,744276.0
1848.0,2,2,56.0,1,1.0,13.6,512572.0
4228.0,5,3,16.0,0,7.3,17.6,1626660.0
706.0,1,1,51.0,1,7.4,6.7,412088.0
1162.0,1,1,52.0,4,4.8,33.4,485256.0
4920.0,6,4,46.0,2,8.3,14.6,1632653.0
1564.0,2,2,10.0,3,8.0,16.6,698415.0
4125.0,5,3,49.0,2,5.7,35.9,1567266.0
1886.0,2,2,46.0,0,4.5,20.4,687131.0
1137.0,2,1,36.0,0,3.4,22.2,346132.0
1913.0,3,2,20.0,0,5.4,38.3,853515.0
4500.0,5,4,16.0,0,6.8,35.6,1183070.0
5221.0,6,4,7.0,0,4.8,7.6,2027114.0
5083.0,6,4,31.0,1,1.0,19.5,1320307.0
2745.0,4,3,35.0,1,8.3,38.9,1371152.0
4208.0,5,3,22.0,2,5.9,15.5,1152106.0
1707.0,2,2,29.0,2,4.7,15.5,782782.0
2183.0,2,2,22.0,3,7.4,8.6,895672.0
5440.0,6,5,38.0,0,8.9,5.5,1877244.0
670.0,1,1,54.0,0,1.0,29.9,151087.0
1062.0,1,1,10.0,1,6.5,31.0,516334.0
1723.0,2,2,23.0,0,2.4,38.8,477321.0
743.0,1,1,8.0,0,6.6,31.2,330587.0
1580.0,2,2,37.0,0,5.8,10.5,703296.0
3748.0,5,4,44.0,0,6.9,2.6,1045671.0
2876.0,3,2,56.0,1,4.4,39.4,839667.0
5420.0,6,4,17.0,1,1.4,14.3,2564403.0
5014.0,6,4,57.0,1,4.5,13.2,1442779.0
2446.0,3,2,4.0,1,6.4,36.3,1083173.0
2001.0,3,3,36.0,1,7.7,23.8,774887.0
2650.0,4,3,3.0,0,2.9,9.4,1046539.0
3788.0,5,4,54.0,0,7.8,35.7,1504865.0
2048.0,2,2,32.0,1,4.1,39.7,805014.0
3970.0,5,3,40.0,2,6.3,4.4,1398719.0
2811.0,4,3,50.0,2,4.4,34.6,1269804.0
3581.0,4,3,9.0,1,5.9,16.2,1192243.0
2955.0,4,3,2.0,0,7.5,21.4,1207022.0
2190.0,3,2,53.0,1,2.8,36.7,717805.0
5722.0,6,4,19.0,1,4.0,39.0,1556332.0
4723.0,6,4,8.0,1,5.9,11.2,1635029.0
1357.0,3,3,28.0,1,10.0,9.3,788020.0
5290.0,6,4,36.0,1,3.6,4.1,1665927.0
3232.0,3,2,2.0,1,10.0,22.9,1737083.0
5431.0,6,4,16.0,2,9.9,1.5,1779198.0
4919.0,6,4,2.0,0,5.3,17.1,2039243.0
2896.0,4,3,25.0,2,4.8,3.9,1239180.0
721.0,2,2,54.0,0,4.0,16.8,318616.0
2051.0,2,1,59.0,0,5.3,2.6,624196.0
3525.0,5,4,38.0,4,2.4,33.6,1068661.0
4021.0,5,3,10.0,4,5.3,9.2,1361375.0
1993.0,3,2,54.0,0,8.8,13.8,610792.0
1353.0,3,2,31.0,1,4.2,34.9,447047.0
5109.0,6,4,9.0,0,5.0,30.1,1357084.0
5916.0,6,4,55.0,1,1.8,9.5,2251454.0
3439.0,5,3,45.0,2,6.3,3.8,1407332.0
1527.0,2,2,44.0,4,6.1,28.9,708362.0
2070.0,3,2,43.0,1,5.6,16.2,855685.0
699.0,1,1,12.0,1,5.0,30.9,333963.0
5537.0,6,4,13.0,1,4.9,18.4,2303332.0
1236.0,2,2,41.0,0,6.6,14.5,504329.0
3713.0,4,3,13.0,3,5.4,18.6,1363064.0
2080.0,2,2,26.0,2,6.2,30.2,878569.0
3593.0,5,3,47.0,1,6.0,36.2,1004259.0
4118.0,5,4,47.0,0,8.0,2.9,2248296.0
5081.0,6,5,27.0,0,7.0,21.4,1825129.0
1715.0,2,1,48.0,0,5.9,2.3,668099.0
659.0,1,1,50.0,2,8.8,19.3,482499.0
1339.0,2,1,39.0,1,6.4,35.5,594870.0
5460.0,6,4,14.0,0,8.4,15.1,1971595.0
5319.0,6,4,16.0,1,6.8,37.4,1878704.0
3826.0,5,3,19.0,2,1.4,25.6,969328.0
3843.0,5,3,7.0,0,8.4,37.4,1306416.0
4191.0,5,4,16.0,2,5.8,30.5,1617789.0
1547.0,1,1,13.0,3,5.4,5.0,682843.0
5538.0,6,4,27.0,4,6.1,10.0,2307878.0
2861.0,5,4,55.0,1,4.7,16.4,1048600.0
2669.0,4,3,6.0,0,6.0,7.6,842622.0
3402.0,4,3,43.0,1,4.2,20.3,1345958.0
854.0,1,1,41.0,0,8.3,19.4,531182.0
1498.0,2,1,6.0,0,5.3,38.3,637718.0
4585.0,6,4,55.0,1,4.7,17.9,1528376.0
1047.0,2,2,34.0,1,3.5,31.6,466492.0
3857.0,5,3,22.0,2,6.1,37.7,2069577.0
1925.0,2,2,45.0,0,5.9,35.2,698187.0
2702.0,4,3,15.0,1,6.4,9.1,868170.0
2159.0,3,2,42.0,2,3.2,20.3,681809.0
2521.0,2,2,2.0,2,2.0,14.6,932709.0
4483.0,5,4,50.0,3,6.9,16.6,1220989.0
2204.0,2,1,27.0,2,8.8,15.1,916974.0
3659.0,5,3,38.0,3,3.2,33.2,1298430.0
3171.0,5,4,13.0,0,9.0,18.6,1612044.0
4184.0,5,4,41.0,1,6.1,21.4,1776796.0
5659.0,6,5,46.0,0,5.5,39.3,2126205.0
4556.0,6,4,28.0,0,4.6,3.3,1083907.0
1761.0,2,2,37.0,0,2.5,20.0,662930.0
768.0,1,1,27.0,0,7.7,31.2,433212.0
2016.0,3,3,54.0,0,3.8,6.9,772727.0
3813.0,6,4,30.0,0,3.8,24.8,987473.0
878.0,1,1,51.0,0,7.7,10.3,381784.0
